atom,id,url,file_line,code
Logic As Control Flow,27,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/crypto/openssl/apps/srp.c#L594,srp.c#L594,!row[DB_srpid] || !row[DB_srpgN] || !row[DB_srptype] || !row[DB_srpverifier] || !row[DB_srpsalt] || (userinfo && (!(row[DB_srpinfo] = BUF_strdup(userinfo))))
Logic As Control Flow,28,https://github.com/mysql/mysql-server/blob/0138556a55168da12eaf0bc3038947148d6b0863/storage/innobase/fsp/fsp0file.cc#L573,fsp0file.cc#L573,*b == '\0' && --nonzero_bytes != 0
Logic As Control Flow,29,https://github.com/mozilla/gecko-dev/blob/dd47bee6468de7e1221b4d006342ad6b9813d0e5/media/ffvpx/libavcodec/options.c#L62,options.c#L62,prev && (c = av_codec_next(c))
Logic As Control Flow,30,https://github.com/emacs-mirror/emacs/blob/cb73c70180f57f3fb99fae3aaefbacf0a61cea3f/src/xfont.c#L685,xfont.c#L685,len <= 0 || (len = xfont_encode_coding_xlfd(name)) < 0
Logic As Control Flow,31,https://github.com/mysql/mysql-server/blob/0138556a55168da12eaf0bc3038947148d6b0863/sql/auth/sql_auth_cache.cc#L506,sql_auth_cache.cc#L506,wild_pos == 1 && *str == wild_many && *(++str) == '\0'
Logic As Control Flow,32,https://github.com/mysql/mysql-server/blob/0138556a55168da12eaf0bc3038947148d6b0863/storage/ndb/src/kernel/blocks/dbdih/DbdihMain.cpp#L23243,DbdihMain.cpp#L23243,tabPtr.p->tabStatus != TabRecord::TS_ACTIVE || ++fragid >= tabPtr.p->totalfragments
Logic As Control Flow,33,https://github.com/torvalds/linux/blob/f34157878d3b17641ad2366988600c23c89d98b2/net/ipv6/ip6mr.c#L2328,ip6mr.c#L2328,"!dev || (vif = ip6mr_find_vif(mrt, dev)) < 0"
Logic As Control Flow,34,https://github.com/gcc-mirror/gcc/blob/2201c33012d4c6dc522ddbfa97f5aa95a209e24d/gcc/cse.c#L6557,cse.c#L6557,NONDEBUG_INSN_P(insn) && num_insns++ > PARAM_VALUE(PARAM_MAX_CSE_INSNS)
Logic As Control Flow,35,https://github.com/mozilla/gecko-dev/blob/dd47bee6468de7e1221b4d006342ad6b9813d0e5/dom/html/HTMLAudioElement.cpp#L53,HTMLAudioElement.cpp#L53,!win || !(doc = win->GetExtantDoc())
Logic As Control Flow,36,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/cddl/contrib/opensolaris/lib/libdtrace/common/dt_module.c#L1501,dt_module.c#L1501,"dmp->dm_extern != NULL && (idp = dt_idhash_lookup(dmp->dm_extern, name)) != NULL"
Logic As Control Flow,37,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/contrib/gcc/c-typeck.c#L890,c-typeck.c#L890,"TREE_TYPE(t1) != TREE_TYPE(t2) && 0 == (val = comptypes_internal(TREE_TYPE(t1), TREE_TYPE(t2)))"
Logic As Control Flow,38,https://github.com/mongodb/mongo/blob/67f735e6705091659e2a8cf46a9285f09bcf749a/src/third_party/wiredtiger/src/utilities/util_dump.c#L323,util_dump.c#L323,"(*p == ',' || *p == ')') && --nkeys == 0"
Logic As Control Flow,39,https://github.com/emacs-mirror/emacs/blob/cb73c70180f57f3fb99fae3aaefbacf0a61cea3f/src/composite.c#L941,composite.c#L941,"c > ' ' && (c == ZERO_WIDTH_NON_JOINER || c == ZERO_WIDTH_JOINER || (val = CHAR_TABLE_REF(Vunicode_category_table, c), (INTEGERP(val) && (XINT(val) <= UNICODE_CATEGORY_So))))"
Macro Operator Precedence,0,https://github.com/WebKit/webkit/blob/e8c73206a09f734bc64f77d6275a727aa2811754/Source/ThirdParty/libwebrtc/Source/third_party/protobuf/php/ext/google/protobuf/upb.h#L6846,upb.h#L6846,"RETURN_REFFED(upb::FieldDef, upbdefs_google_protobuf_FieldDescriptorProto_type)"
Macro Operator Precedence,1,https://github.com/mysql/mysql-server/blob/0138556a55168da12eaf0bc3038947148d6b0863/extra/rapidjson/test/unittest/writertest.cpp#L169,writertest.cpp#L169,<!!!>
Macro Operator Precedence,2,https://github.com/torvalds/linux/blob/f34157878d3b17641ad2366988600c23c89d98b2/fs/ext4/mballoc.c#L3088,mballoc.c#L3088,<!!!>
Macro Operator Precedence,3,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/sys/netinet/sctp_usrreq.c#L1737,sctp_usrreq.c#L1737,"SCTP_CHECK_AND_CAST(av, optval, struct sctp_assoc_value, *optsize)"
Macro Operator Precedence,4,https://github.com/mongodb/mongo/blob/67f735e6705091659e2a8cf46a9285f09bcf749a/src/mongo/db/geo/geoparser.cpp#L377,geoparser.cpp#L377,"BAD_VALUE(""Unknown CRS name: "" << name)"
Macro Operator Precedence,5,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/contrib/llvm/tools/lldb/source/Utility/FastDemangle.cpp#L1435,FastDemangle.cpp#L1435,"WRITE(""operator "")"
Macro Operator Precedence,6,https://github.com/WebKit/webkit/blob/e8c73206a09f734bc64f77d6275a727aa2811754/Source/ThirdParty/ANGLE/src/compiler/translator/glslang_tab.cpp#L3112,glslang_tab.cpp#L3112,"ES3_OR_NEWER(""%="", (yyloc), ""integer modulus operator"")"
Macro Operator Precedence,7,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/sys/dev/ipw/if_ipw.c#L1676,if_ipw.c#L1676,"DPRINTFN(5, (""sending fragment (%d)\n"", i))"
Macro Operator Precedence,8,https://github.com/mozilla/gecko-dev/blob/dd47bee6468de7e1221b4d006342ad6b9813d0e5/netwerk/sctp/src/netinet/sctp_usrreq.c#L3387,sctp_usrreq.c#L3387,"SCTP_CHECK_AND_CAST(stimo, optval, struct sctp_timeouts, *optsize)"
Macro Operator Precedence,9,https://github.com/mozilla/gecko-dev/blob/dd47bee6468de7e1221b4d006342ad6b9813d0e5/gfx/skia/skia/src/utils/SkLuaCanvas.cpp#L123,SkLuaCanvas.cpp#L123,"AUTO_LUA(""concat"")"
Macro Operator Precedence,10,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/contrib/ldns/compat/fake-rfc2553.h#L169,fake-rfc2553.h#L169,freeaddrinfo(struct addrinfo *)
Macro Operator Precedence,11,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/sys/kern/subr_unit.c#L628,subr_unit.c#L628,"KASSERT(y != -1, (""UNR corruption: No clear bit in bitmap.""))"
Macro Operator Precedence,12,https://github.com/torvalds/linux/blob/f34157878d3b17641ad2366988600c23c89d98b2/arch/x86/events/intel/uncore_snbep.c#L814,uncore_snbep.c#L814,"__BITS_VALUE(atomic_read(&er->ref), i, 6)"
Macro Operator Precedence,13,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/lib/libc/rpc/auth_des.c#L244,auth_des.c#L244,"FREE(ad->ad_netid, strlen(ad->ad_netid) + 1)"
Macro Operator Precedence,14,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/crypto/heimdal/lib/krb5/test_acl.c#L89,test_acl.c#L89,"STRINGMATCH(context, ""ret 2 match 1"", s1, ""foo"")"
Macro Operator Precedence,15,https://github.com/mysql/mysql-server/blob/0138556a55168da12eaf0bc3038947148d6b0863/extra/rapidjson/test/unittest/readertest.cpp#L389,readertest.cpp#L389,<!!!>
Macro Operator Precedence,16,https://github.com/git/git/blob/ba78f398be65e941b93276680f68a81075716472/compat/nedmalloc/malloc.c.h#L3894,malloc.c.h#L3894,(msegmentptr)(chunk2mem(sp))
Macro Operator Precedence,17,https://github.com/torvalds/linux/blob/f34157878d3b17641ad2366988600c23c89d98b2/tools/perf/util/unwind-libunwind-local.c#L264,unwind-libunwind-local.c#L264,"dw_read_encoded_value(enc, end, hdr.fde_count_enc)"
Macro Operator Precedence,18,https://github.com/mozilla/gecko-dev/blob/dd47bee6468de7e1221b4d006342ad6b9813d0e5/testing/gtest/gmock/include/gmock/gmock-actions.h#L155,gmock-actions.h#L155,"class GMOCK_DEFINE_DEFAULT_ACTION_FOR_RETURN_TYPE_(::std::string, """")
{


}"
Macro Operator Precedence,19,https://github.com/mozilla/gecko-dev/blob/dd47bee6468de7e1221b4d006342ad6b9813d0e5/netwerk/base/RequestContextService.cpp#L162,RequestContextService.cpp#L162,"LOG((""RequestContext::AddBlockingTransaction this=%p blockers=%u"",
       this, static_cast<uint32_t>(mBlockingTransactionCount)))"
Macro Operator Precedence,20,https://github.com/torvalds/linux/blob/f34157878d3b17641ad2366988600c23c89d98b2/drivers/net/ethernet/altera/altera_sgdma.c#L481,altera_sgdma.c#L481,"list_remove_head(&priv->txlisthd, buffer, struct tse_buffer, lh)"
Macro Operator Precedence,21,https://github.com/gcc-mirror/gcc/blob/2201c33012d4c6dc522ddbfa97f5aa95a209e24d/gcc/testsuite/gcc.c-torture/compile/20001123-1.c#L10,20001123-1.c#L10,"typeof __builtin_va_arg(va, struct X*)"
Macro Operator Precedence,22,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/usr.bin/lastcomm/readrec.c#L236,readrec.c#L236,<!!!>
Macro Operator Precedence,23,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/contrib/tcsh/tw.init.c#L409,tw.init.c#L409,CLRDIR(tw_cmd_state.dfd)
Macro Operator Precedence,24,https://github.com/torvalds/linux/blob/f34157878d3b17641ad2366988600c23c89d98b2/drivers/infiniband/hw/hfi1/driver.c#L811,driver.c#L811,"prescan_rxq(rcd, &packet)"
Macro Operator Precedence,25,https://github.com/gcc-mirror/gcc/blob/2201c33012d4c6dc522ddbfa97f5aa95a209e24d/gcc/testsuite/gcc.dg/cpp/macro1.c#L53,macro1.c#L53,"bar(bar, 32)"
Macro Operator Precedence,26,https://github.com/gcc-mirror/gcc/blob/2201c33012d4c6dc522ddbfa97f5aa95a209e24d/gcc/testsuite/g++.dg/plugin/diagnostic-test-expressions-1.C#L543,diagnostic-test-expressions-1.C#L543,+ 1
Macro Operator Precedence,27,https://github.com/mozilla/gecko-dev/blob/dd47bee6468de7e1221b4d006342ad6b9813d0e5/toolkit/components/remote/nsXRemoteService.cpp#L207,nsXRemoteService.cpp#L207,TO_LITTLE_ENDIAN32(*reinterpret_cast<int32_t*>(data))
Macro Operator Precedence,28,https://github.com/torvalds/linux/blob/f34157878d3b17641ad2366988600c23c89d98b2/samples/mic/mpssd/mpssd.c#L108,mpssd.c#L108,ARRAY_SIZE(virtnet_dev_page.vqconfig)
Macro Operator Precedence,29,https://github.com/mozilla/gecko-dev/blob/dd47bee6468de7e1221b4d006342ad6b9813d0e5/netwerk/protocol/http/nsHttpConnectionMgr.cpp#L4321,nsHttpConnectionMgr.cpp#L4321,"LOG((""nsHalfOpenSocket::StartFastOpen SetupConn failed ""
             ""[this=%p rv=%x]\n"", this, static_cast<uint32_t>(rv)))"
Macro Operator Precedence,30,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/contrib/elftoolchain/libelf/libelf_allocate.c#L99,libelf_allocate.c#L99,FREE(e->e_u.e_ar.e_symtab)
Macro Operator Precedence,31,https://github.com/torvalds/linux/blob/f34157878d3b17641ad2366988600c23c89d98b2/drivers/media/pci/cobalt/cobalt-flash.c#L93,cobalt-flash.c#L93,ADRS(dest - 2)
Macro Operator Precedence,32,https://github.com/mozilla/gecko-dev/blob/dd47bee6468de7e1221b4d006342ad6b9813d0e5/toolkit/components/protobuf/src/google/protobuf/wrappers.pb.cc#L2362,wrappers.pb.cc#L2362,"DO_(::google::protobuf::internal::WireFormatLite::VerifyUtf8String(
            this->value().data(), static_cast<int>(this->value().length()),
            ::google::protobuf::internal::WireFormatLite::PARSE,
            ""google.protobuf.StringValue.value""))"
Macro Operator Precedence,33,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/crypto/heimdal/lib/asn1/template.c#L552,template.c#L552,"DPO(val[i].data, val[i].length - 1)"
Macro Operator Precedence,34,https://github.com/mongodb/mongo/blob/67f735e6705091659e2a8cf46a9285f09bcf749a/src/third_party/mozjs-45/extract/js/src/vm/CharacterEncoding.cpp#L282,CharacterEncoding.cpp#L282,"INVALID(ReportBufferTooSmall, /* dummy = */ 0, 1)"
Macro Operator Precedence,35,https://github.com/llvm-mirror/clang/blob/2bcd2d052e5508c12374390e4a2d572988622caf/test/SemaCXX/switch-implicit-fallthrough-cxx98.cpp#L107,switch-implicit-fallthrough-cxx98.cpp#L107,"MY_CASE(44, break)"
Macro Operator Precedence,36,https://github.com/torvalds/linux/blob/f34157878d3b17641ad2366988600c23c89d98b2/tools/testing/selftests/timers/raw_skew.c#L133,raw_skew.c#L133,"shift_right(ppm, 16)"
Macro Operator Precedence,37,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/contrib/apr/random/unix/apr_random.c#L206,apr_random.c#L206,"hash_add(g->key_hash,g->pools[n].pool,g->pools[n].bytes)"
Macro Operator Precedence,38,https://github.com/mozilla/gecko-dev/blob/dd47bee6468de7e1221b4d006342ad6b9813d0e5/media/libvpx/libvpx/third_party/libyuv/include/libyuv/video_common.h#L105,video_common.h#L105,"FOURCC('d', 'm', 'b', '1')"
Macro Operator Precedence,39,https://github.com/torvalds/linux/blob/f34157878d3b17641ad2366988600c23c89d98b2/drivers/net/wireless/intel/iwlegacy/common.c#L1096,common.c#L1096,"SLP_VEC(4, 7, 10, 10, 0xFF)"
Omitted Curly Braces,0,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/usr.sbin/lpr/common_source/matchjobs.c#L319,matchjobs.c#L319,"if (jobnum > 99999)
    goto bad_input;"
Omitted Curly Braces,1,https://github.com/WebKit/webkit/blob/e8c73206a09f734bc64f77d6275a727aa2811754/Source/WebCore/html/HTMLTableElement.cpp#L243,HTMLTableElement.cpp#L243,"if (!row)
    break;"
Omitted Curly Braces,2,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/contrib/llvm/utils/TableGen/InstrInfoEmitter.cpp#L491,InstrInfoEmitter.cpp#L491,"if (Inst.isAdd)
    OS << ""|(1ULL<<MCID::Add)"";"
Omitted Curly Braces,3,https://github.com/torvalds/linux/blob/f34157878d3b17641ad2366988600c23c89d98b2/sound/soc/soc-generic-dmaengine-pcm.c#L236,soc-generic-dmaengine-pcm.c#L236,"if (pcm->config)
    fn = pcm->config->compat_filter_fn;"
Omitted Curly Braces,4,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/sys/dev/ath/ath_hal/ar5210/ar5210_keycache.c#L140,ar5210_keycache.c#L140,"if (k->kv_len <= 104 / NBBY)
    key4 &= 0xff;"
Omitted Curly Braces,5,https://github.com/WebKit/webkit/blob/e8c73206a09f734bc64f77d6275a727aa2811754/Source/WebCore/svg/SVGLength.h#L144,SVGLength.h#L144,"if (isReadOnly())
    return Exception{NoModificationAllowedError};"
Omitted Curly Braces,6,https://github.com/WebKit/webkit/blob/e8c73206a09f734bc64f77d6275a727aa2811754/Source/JavaScriptCore/runtime/ArrayPrototype.cpp#L999,ArrayPrototype.cpp#L999,"if (UNLIKELY(!thisObj))
    return encodedJSValue();"
Omitted Curly Braces,7,https://github.com/gcc-mirror/gcc/blob/2201c33012d4c6dc522ddbfa97f5aa95a209e24d/gcc/reload.c#L4141,reload.c#L4141,"if ((MEM_P(operand) || (REG_P(operand) && REGNO(operand) >= FIRST_PSEUDO_REGISTER)) && (goal_alternative[goal_alternative_matches[i]] != NO_REGS))
    operand_reloadnum[i] = operand_reloadnum[goal_alternative_matches[i]] = push_reload(recog_data.operand[goal_alternative_matches[i]], recog_data.operand[i], recog_data.operand_loc[goal_alternative_matches[i]], recog_data.operand_loc[i], (enum reg_class)goal_alternative[goal_alternative_matches[i]], operand_mode[goal_alternative_matches[i]], operand_mode[i], 0, 1, goal_alternative_matches[i], RELOAD_OTHER);"
Omitted Curly Braces,8,https://github.com/gcc-mirror/gcc/blob/2201c33012d4c6dc522ddbfa97f5aa95a209e24d/gcc/testsuite/gcc.c-torture/execute/pr38051.c#L75,pr38051.c#L75,"if (a1 != b1)
    return mymemcmp1((a1), (b1));"
Omitted Curly Braces,9,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/sys/netpfil/ipfw/test/main.c#L401,main.c#L401,"if (pass == 0)
    return;"
Omitted Curly Braces,10,https://github.com/gcc-mirror/gcc/blob/2201c33012d4c6dc522ddbfa97f5aa95a209e24d/gcc/testsuite/gcc.dg/dfp/pr41049.c#L101,pr41049.c#L101,"TESTVAL_NONNEG (10000, SUFFIX, sizeof (TYPE));"
Omitted Curly Braces,11,https://github.com/llvm-mirror/clang/blob/2bcd2d052e5508c12374390e4a2d572988622caf/test/OpenMP/distribute_simd_loop_messages.cpp#L89,distribute_simd_loop_messages.cpp#L89,"for (;ii < 10;++ii)
    c[ii] = a[ii];"
Omitted Curly Braces,12,https://github.com/mozilla/gecko-dev/blob/dd47bee6468de7e1221b4d006342ad6b9813d0e5/intl/icu/source/i18n/decNumber.cpp#L3885,decNumber.cpp#L3885,"if (decNumberIsInfinite(lhs)){
    if (decNumberIsInfinite(rhs) && diffsign){
        *status |= DEC_Invalid_operation;
        break;
    }
    bits = lhs->bits & DECNEG;
}else
    bits = (rhs->bits ^ negate) & DECNEG;"
Omitted Curly Braces,13,https://github.com/torvalds/linux/blob/f34157878d3b17641ad2366988600c23c89d98b2/drivers/mmc/host/cavium-octeon.c#L102,cavium-octeon.c#L102,"if (!host->has_ciu3)
    up (&octeon_bootbus_sem);
else
    up(&host->mmc_serializer);"
Omitted Curly Braces,14,https://github.com/torvalds/linux/blob/f34157878d3b17641ad2366988600c23c89d98b2/arch/arm/mach-u300/dummyspichip.c#L185,dummyspichip.c#L185,"if (status < 0)
    pr_warn(""Simple test 9: FAILURE: failed with status %d (probably FIFO overrun)\n"", status);
else
    pr_info(""Simple test 9: SUCCESS!\n"");"
Omitted Curly Braces,15,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/sys/mips/mips/pm_machdep.c#L198,pm_machdep.c#L198,"if (error != 0)
    return (error);"
Omitted Curly Braces,16,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/contrib/libarchive/libarchive/archive_entry.c#L581,archive_entry.c#L581,"if (archive_mstring_get_wcs(entry->archive, &entry->ae_pathname, &p) == 0)
    return (p);"
Omitted Curly Braces,17,https://github.com/torvalds/linux/blob/f34157878d3b17641ad2366988600c23c89d98b2/drivers/net/wireless/broadcom/b43legacy/main.c#L3682,main.c#L3682,"if (!have_gphy)
    have_bphy = 1;"
Omitted Curly Braces,18,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/contrib/llvm/tools/clang/lib/StaticAnalyzer/Core/RegionStore.cpp#L1818,RegionStore.cpp#L1818,"if (!hasPartialLazyBinding)
    return UndefinedVal();"
Omitted Curly Braces,19,https://github.com/torvalds/linux/blob/f34157878d3b17641ad2366988600c23c89d98b2/kernel/trace/trace_events_hist.c#L1596,trace_events_hist.c#L1596,"if (cmd_ops->set_filter)
    cmd_ops->set_filter(NULL, trigger_data, NULL);"
Omitted Curly Braces,20,https://github.com/torvalds/linux/blob/f34157878d3b17641ad2366988600c23c89d98b2/drivers/isdn/hisax/avm_pci.c#L406,avm_pci.c#L406,"if (bcs->cs->debug & L1_DEB_WARN)
    debugl1(bcs->cs, ""ch%d XDU"", bcs->channel);"
Omitted Curly Braces,21,https://github.com/torvalds/linux/blob/f34157878d3b17641ad2366988600c23c89d98b2/drivers/misc/eeprom/at24.c#L695,at24.c#L695,"if (at24->use_smbus_write == I2C_SMBUS_I2C_BLOCK_DATA)
    at24->write_func = at24_eeprom_write_smbus_block;
else
    at24->write_func = at24_eeprom_write_smbus_byte;"
Omitted Curly Braces,22,https://github.com/torvalds/linux/blob/f34157878d3b17641ad2366988600c23c89d98b2/drivers/net/ethernet/chelsio/cxgb4/l2t.c#L485,l2t.c#L485,"if (tp->vlan_shift >= 0 && l2t->vlan != VLAN_NONE)
    ntuple |= (u64)(FT_VLAN_VLD_F | l2t->vlan) << tp->vlan_shift;"
Omitted Curly Braces,23,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/sys/dev/bhnd/siba/siba.c#L807,siba.c#L807,"if ((dinfo = device_get_ivars(child)) != NULL)
    siba_free_dinfo(dev, dinfo);"
Omitted Curly Braces,24,https://github.com/torvalds/linux/blob/f34157878d3b17641ad2366988600c23c89d98b2/drivers/media/i2c/m5mols/m5mols_controls.c#L397,m5mols_controls.c#L397,"if (ret < 0)
    return ret;"
Omitted Curly Braces,25,https://github.com/mozilla/gecko-dev/blob/dd47bee6468de7e1221b4d006342ad6b9813d0e5/js/src/jit/arm/CodeGenerator-arm.cpp#L2413,CodeGenerator-arm.cpp#L2413,"if (accessType == Scalar::Int64)
    masm.wasmStoreI64(mir->access(), ToRegister64(lir->getInt64Operand(lir->ValueIndex)), HeapReg, ptr, ptr);
else
    masm.wasmStore(mir->access(), ToAnyRegister(lir->getOperand(lir->ValueIndex)), HeapReg, ptr, ptr);"
Omitted Curly Braces,26,https://github.com/torvalds/linux/blob/f34157878d3b17641ad2366988600c23c89d98b2/mm/hugetlb.c#L3997,hugetlb.c#L3997,"if (IS_ERR(page))
    goto out;"
Omitted Curly Braces,27,https://github.com/mozilla/gecko-dev/blob/dd47bee6468de7e1221b4d006342ad6b9813d0e5/accessible/base/nsCoreUtils.cpp#L485,nsCoreUtils.cpp#L485,"while (walkUp && walkUp != aRootContent && !walkUp->GetAttr(kNameSpaceID_None, nsGkAtoms::lang, aLanguage))
    walkUp = walkUp->GetParent();"
Omitted Curly Braces,28,https://github.com/mongodb/mongo/blob/67f735e6705091659e2a8cf46a9285f09bcf749a/src/third_party/libstemmer_c/src_c/stem_ISO_8859_1_french.c#L535,stem_ISO_8859_1_french.c#L535,"if (ret < 0)
    goto lab4;"
Omitted Curly Braces,29,https://github.com/mozilla/gecko-dev/blob/dd47bee6468de7e1221b4d006342ad6b9813d0e5/modules/pdfium/pdfium/fxjs/cfxjse_runtimedata.cpp#L104,cfxjse_runtimedata.cpp#L104,"if (!pData->m_pFXJSERuntimeData)
    pData->m_pFXJSERuntimeData = CFXJSE_RuntimeData::Create(pIsolate);"
Omitted Curly Braces,30,https://github.com/gcc-mirror/gcc/blob/2201c33012d4c6dc522ddbfa97f5aa95a209e24d/libstdc++-v3/testsuite/tr1/5_numerical_facilities/special_functions/09_cyl_bessel_j/check_value.cc#L194,check_value.cc#L194,"if (std::abs(frac) > max_abs_frac)
    max_abs_frac = std::abs(frac);"
Omitted Curly Braces,31,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/contrib/llvm/tools/lldb/source/Utility/FastDemangle.cpp#L1261,FastDemangle.cpp#L1261,"if (!ParseSubstitution())
    return false;"
Omitted Curly Braces,32,https://github.com/gcc-mirror/gcc/blob/2201c33012d4c6dc522ddbfa97f5aa95a209e24d/gcc/testsuite/gcc.dg/gomp/loop-1.c#L74,loop-1.c#L74,for (j = 0;j < 16;j++);
Omitted Curly Braces,33,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/sys/dev/ath/ath_hal/ar5416/ar5416_reset.c#L1388,ar5416_reset.c#L1388,"if (type == HAL_RESET_COLD)
    rst_flags |= AR_RTC_RC_MAC_COLD;"
Omitted Curly Braces,34,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/contrib/netbsd-tests/lib/libcurses/slave/curses_commands.c#L6260,curses_commands.c#L6260,"if (check_arg_count(nargs, 1) == 1)
    return;"
Omitted Curly Braces,35,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/contrib/llvm/tools/lldb/source/Plugins/Process/Utility/RegisterContextThreadMemory.cpp#L99,RegisterContextThreadMemory.cpp#L99,"if (m_reg_ctx_sp)
    return m_reg_ctx_sp->ReadRegister(reg_info, reg_value);"
Omitted Curly Braces,36,https://github.com/torvalds/linux/blob/f34157878d3b17641ad2366988600c23c89d98b2/arch/powerpc/mm/hash_utils_64.c#L1284,hash_utils_64.c#L1284,"if (user_region && mm_is_thread_local(mm))
    flags |= HPTE_LOCAL_UPDATE;"
Omitted Curly Braces,37,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/contrib/zstd/programs/bench.c#L356,bench.c#L356,"if (!dCompleted)
    memset(resultBuffer, 0xD6, srcSize);"
Omitted Curly Braces,38,https://github.com/apache/subversion/blob/0a73cab17bd4114d1ce96dc5b89b0e44ec0fd5d1/subversion/bindings/javahl/native/RemoteSession.cpp#L427,RemoteSession.cpp#L427,"if (JNIUtil::isExceptionThrown())
    return;"
Omitted Curly Braces,39,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/crypto/openssl/crypto/bn/bn_gcd.c#L267,bn_gcd.c#L267,"if (!BN_nnmod(B, B, A, ctx))
    goto err;"
Operator Precedence,0,https://github.com/mysql/mysql-server/blob/0138556a55168da12eaf0bc3038947148d6b0863/storage/myisam/mi_create.c#L853,mi_create.c#L853,file_length >= 1ULL << 24
Operator Precedence,1,https://github.com/torvalds/linux/blob/f34157878d3b17641ad2366988600c23c89d98b2/drivers/usb/host/ohci-hcd.c#L425,ohci-hcd.c#L425,&ohci->regs->intrdisable
Operator Precedence,2,https://github.com/torvalds/linux/blob/f34157878d3b17641ad2366988600c23c89d98b2/drivers/scsi/megaraid.c#L749,megaraid.c#L749,*cmd->cmnd
Operator Precedence,3,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/contrib/libarchive/libarchive/archive_read_support_format_rar.c#L1957,archive_read_support_format_rar.c#L1957,&rar->ppmd7_context
Operator Precedence,4,https://github.com/torvalds/linux/blob/f34157878d3b17641ad2366988600c23c89d98b2/sound/core/control.c#L1857,control.c#L1857,&card->ctl_dev
Operator Precedence,5,https://github.com/mozilla/gecko-dev/blob/dd47bee6468de7e1221b4d006342ad6b9813d0e5/gfx/cairo/cairo/src/cairo-xlib-surface.c#L2799,cairo-xlib-surface.c#L2799,&display->base
Operator Precedence,6,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/contrib/tcpdump/print-eigrp.c#L273,print-eigrp.c#L273,&eigrp_tlv_header->type
Operator Precedence,7,https://github.com/freebsd/freebsd/blob/c2b6ea8fa56ce6aba773d820fbf64a4d3efac9f5/sys/contrib/alpine-hal/al_hal_udma_config.c#L151,al_hal_udma_config.c#L151,&axi_m2s->desc_read
Operator Precedence,8,https://github.com/torvalds/linux/blob/f34157878d3b17641ad2366988600c23c89d98b2/drivers/video/backlight/as3711_bl.c#L278,as3711_bl.c#L278,&pdata->su1_max_uA
