subject,start_offset,end_offset,code,text
3787,16277,16471,Question about Semantics,"Again, it, it's, it's, How would a program proceed from this because in, in. Okay. So, so we're not checking for anything, we just know that zeros and ones are... if. I mean, I guess some of it."
3787,16946,17326,Alternative Idioms,"True, uh false and and true, or two is true in general.

Interviewer:        29:18          Yeah, sure.

Subject:            29:19          Yeah.

Interviewer:        29:19          Um, so is this the kind of thing that you would expect to see in python? Like does this make sense or does this.

Subject:            29:30          Yeah, ok, I think this is much more clearer. Okay"
3787,17242,17418,Discussion Question,"Subject:            29:30          Yeah, ok, I think this is much more clearer. Okay. So if the statement is false and true would be, it would be a false right? False and true."
3787,17631,17705,Correct Semantics,So it has to be true on both the sides to be a true otherwise it's a false
3787,17895,17989,Visual Reference,"False or true. This is false or true. So this going to be boiled down to this [F || T], right?"
3787,17860,17989,Discussion Question,"Subject:            30:04          False or true. This is false or true. So this going to be boiled down to this [F || T], right?"
3787,17894,18295,Correct Semantics," False or true. This is false or true. So this going to be boiled down to this [F || T], right?

Interviewer:        30:14          Yeah, exactly

Subject:            30:16          Right. So if it's. Hmm, which is, I mean because if it's an if statement, so V1 would be assigned to six, it'll definitely be because it's either false or true, which if it's, you know, it's false and true would be true"
3787,18076,18295,Caught Own Mistake After Prompted,"Right. So if it's. Hmm, which is, I mean because if it's an if statement, so V1 would be assigned to six, it'll definitely be because it's either false or true, which if it's, you know, it's false and true would be true"
3787,19773,19830,Questioning Program Validity,can we write hash-define statements inside the main code?
3787,19730,19830,Discussion Question,"Subject:            32:23          So, uh, can we write hash-define statements inside the main code?"
3787,19953,19979,Uncommon pattern,"eah, that's not too common"
3787,20119,20301,Convention,"what are you used to seeing or what would you have expected here instead?

Subject:            32:58          So hash-define over here

Interviewer:        33:03          At the top?"
3787,20679,20765,Performance Optimization," I know that hash-defines they, they take less time to execute than a normal variable."
3787,20844,20886,Unsure,"Yes. But I'm not certain how that is, but."
3787,20844,20886,Correct for Wrong Reasons,"Yes. But I'm not certain how that is, but."
3787,21151,21219,Previously Seen,"um, I'm certain I've studied it, but I do not remember it right now."
3787,21151,21219,Remember,"um, I'm certain I've studied it, but I do not remember it right now."
3787,22905,22932,Non-standard terminology,"assigns two to M1, one to M"
3787,24332,24377,Similar To,it was similar to something like a while one.
3787,24332,24377,Incorrect Semantics,it was similar to something like a while one.
3787,24332,24377,Inferring Semantics from Reasoning,it was similar to something like a while one.
3787,24456,24768,Incorrect Semantics,"So while keep on. So this is true [pointing at while(1) ], right? For all the cases. So I just assumed that since we have no other variable than one, I mean we're using zero here for the if, and zero is an integer. So it, it is true. I mean zero does exist. Yeah. So it'll just go into the if statement and yeah."
3787,24456,24768,If-statements must operate on a variable,"So while keep on. So this is true [pointing at while(1) ], right? For all the cases. So I just assumed that since we have no other variable than one, I mean we're using zero here for the if, and zero is an integer. So it, it is true. I mean zero does exist. Yeah. So it'll just go into the if statement and yeah."
3787,24456,24768,Boolean Value of Integer,"So while keep on. So this is true [pointing at while(1) ], right? For all the cases. So I just assumed that since we have no other variable than one, I mean we're using zero here for the if, and zero is an integer. So it, it is true. I mean zero does exist. Yeah. So it'll just go into the if statement and yeah."
3787,24456,24768,Value Exists,"So while keep on. So this is true [pointing at while(1) ], right? For all the cases. So I just assumed that since we have no other variable than one, I mean we're using zero here for the if, and zero is an integer. So it, it is true. I mean zero does exist. Yeah. So it'll just go into the if statement and yeah."
3787,24456,24768,Mental Model,"So while keep on. So this is true [pointing at while(1) ], right? For all the cases. So I just assumed that since we have no other variable than one, I mean we're using zero here for the if, and zero is an integer. So it, it is true. I mean zero does exist. Yeah. So it'll just go into the if statement and yeah."
3787,25620,25656,Boolean Value of Integer,"Yeah, but not one would be a zero so"
3787,25620,25656,Correct Semantics,"Yeah, but not one would be a zero so"
3787,25158,25657,Apparent Contradiction,"So, um, this, this is like a very common idiom [pointing to while(1)], you see that all the time, while one, um, and so in your head if you wanted to do the opposite of that, I mean like I understand logically where you're coming from, but I'm trying to think.

Subject:            38:47          Yeah. So it'll be at a, I guess a not here.

Interviewer:        38:51          Oh, that makes sense. Yeah. Okay. Yeah. Not One.

Subject:            38:55          Yeah, but not one would be a zero so."
3787,26060,26335,Caught Own Mistake After Prompted," I suppose so, I don't think. No. No. Okay. So um just run through it one more time. V1 is two if false. Okay. I see that it changes it. Okay. So if it won't go inside the false statement, so it'll be. It'll just increment it by one. So it'd be four minus one, which is three"
3787,26703,26820,Question about Semantics,"I have a question here. So would it, would the preprocessing compute? This is two or would it be kept us three minus "
3787,26702,26824,Unsure," I have a question here. So would it, would the preprocessing compute? This is two or would it be kept us three minus one?"
3787,26668,26824,Discussion Question,"Subject:            40:36          I have a question here. So would it, would the preprocessing compute? This is two or would it be kept us three minus one?"
3787,27259,27365,Learned from Mistake, because that in C I have encountered certain places where having a space generally messed up my execution
3787,27410,27456,Remember,I don't remember seeing spaces in hash-defines
3787,27260,27460,Not Previously Seen,"because that in C I have encountered certain places where having a space generally messed up my execution. So, and I, I haven't, uh, maybe I have but I don't remember seeing spaces in hash-defines. So"
3787,27846,27951,Apparent Contradiction,"So that was something which was weird because again, that shouldn't matter in C, C plus plus, but it did."
3787,27622,27951,printf,"New Speaker:        41:46          So I'm so, so the Linux compiler GCC. Uh, so I think there was a, so the printf statements would, wouldn't run because I had a space involved, a space or a tab involved. Interesting. Yeah. So that was something which was weird because again, that shouldn't matter in C, C plus plus, but it did."
3787,27655,29075,Anecdote,"  So I'm so, so the Linux compiler GCC. Uh, so I think there was a, so the printf statements would, wouldn't run because I had a space involved, a space or a tab involved. Interesting. Yeah. So that was something which was weird because again, that shouldn't matter in C, C plus plus, but it did.

Interviewer:        42:18          like in, in the string part or in the. You, do you remember like where the space or the tab was? Like for example, could you write it? And no worries if you can't remember.

Subject:            42:31          I don't remember it though. It's a, it's a, it's a sort of hint that it was C. [Writing printf(""yolo"", ""lola"", ""rn"") ] How did it go? Okay. So it was, it was something here and so let's, we're printing out multiple in one statement, we're printing multiple, uh, uh, uh, uh

Interviewer:        43:01          Values

Subject:            43:02          Yeah. Printing multiple things here. So this would, guess it was this which created problems. Okay. So you're trying to. Yeah,

Interviewer:        43:17          you're trying to print out a tab.

Subject:            43:18          No, no, not a tab. But uh, so there's something here. So there's, as you know, those data is something else. And uh, yeah. So, so the space here I think was something which one of our professors pointed out that that you just remove the space and it'll work, and which it did. Which was funny."
3787,30525,30962,Caught Own Mistake Before Prompted,"Um, because of, because we're using and one here and as you said, M1 hash-defines. So the preprocessor just changes the value of the, the define, hash-define variable into the variable itself. So that's how I like. So it struck me whether it, it, it could be three minus one times two, or it could be just three minus one or it could be just this being evaluated. Which is two into two. Okay. Yeah. So I was not sure which one would this"
3787,31079,31128,Incorrect Semantics," Um three minutes one, it would not. It does not."
3787,31164,31328,Caught Own Mistake Before Prompted," Or hold on. Or could it or hm three minus one into two. This is the correct notation. Right? So this is what it does. So it would be three minus two, which is one."
3787,31469,31538,Correct Semantics,So I guess the output is one then because there are no brackets here.
3787,31469,31538,Parenthesis,So I guess the output is one then because there are no brackets here.
3787,31734,31781,Parenthesis,"So yeah, the bracket doesn't come into picture."
3787,32351,32395,Value Exists,So the while would just be while V1 4 exists
3787,32312,32499,Amusement,"So yeah. So the while loop here would. So the while would just be while V1 4 exists. So that's what's happening, right? Because it's neither zero. Oh, okay. Okay. Now I see. Huh. [Laughs]"
3787,32312,32499,Caught Own Mistake Before Prompted,"So yeah. So the while loop here would. So the while would just be while V1 4 exists. So that's what's happening, right? Because it's neither zero. Oh, okay. Okay. Now I see. Huh. [Laughs]"
3787,32264,32499,Discussion Question,"Subject             47:29          [Snippet 85] So yeah. So the while loop here would. So the while would just be while V1 4 exists. So that's what's happening, right? Because it's neither zero. Oh, okay. Okay. Now I see. Huh. [Laughs]"
3787,32704,33173,Correct Semantics,"V1 of four is assigned to V... Okay. So this is two now the next one, it would be V1 of three minus two, which is the V1 of four which is two, so V1 of 2 would be two, and V1 of V1 of four is one, the next one. The next one is V1 of 3 minus one, which is two, V1 of 4 which is one, so V1 of 2 is one and v1 of 4 is zero. So it'll terminate after that. So V1 is zero and uh V1 4 is zero. And V1 of one is, where is that, two. So I guess two and zero would be the output."
4642,569,606,Simple,"Uh, these are pretty straight forward"
4642,545,1214,Code Review,"[Snippet 79] All right. Uh, these are pretty straight forward. Um, I think my first thing in the if is that the order evaluation here, um, we know it's short circuited. So in the If we know that V1 is incremented plus plus V2 never executed, which can be deliberate or not. So if I would read this code like in code review, I would directly questioned the author, like it's this intentional or not because that is just a little subtlety, right? So we can say V1 at that point, it's now incremented to 2 to V-n equals V1 equals V1 times 2 so it becomes 4 and then V2 is three times to trees and nine so the output would be treat. Come on nine and end time is 1:07 right?"
4642,545,1214,Author Intention,"[Snippet 79] All right. Uh, these are pretty straight forward. Um, I think my first thing in the if is that the order evaluation here, um, we know it's short circuited. So in the If we know that V1 is incremented plus plus V2 never executed, which can be deliberate or not. So if I would read this code like in code review, I would directly questioned the author, like it's this intentional or not because that is just a little subtlety, right? So we can say V1 at that point, it's now incremented to 2 to V-n equals V1 equals V1 times 2 so it becomes 4 and then V2 is three times to trees and nine so the output would be treat. Come on nine and end time is 1:07 right?"
4642,545,1214,Short-circuiting,"[Snippet 79] All right. Uh, these are pretty straight forward. Um, I think my first thing in the if is that the order evaluation here, um, we know it's short circuited. So in the If we know that V1 is incremented plus plus V2 never executed, which can be deliberate or not. So if I would read this code like in code review, I would directly questioned the author, like it's this intentional or not because that is just a little subtlety, right? So we can say V1 at that point, it's now incremented to 2 to V-n equals V1 equals V1 times 2 so it becomes 4 and then V2 is three times to trees and nine so the output would be treat. Come on nine and end time is 1:07 right?"
4642,545,1214,Evaluation Order,"[Snippet 79] All right. Uh, these are pretty straight forward. Um, I think my first thing in the if is that the order evaluation here, um, we know it's short circuited. So in the If we know that V1 is incremented plus plus V2 never executed, which can be deliberate or not. So if I would read this code like in code review, I would directly questioned the author, like it's this intentional or not because that is just a little subtlety, right? So we can say V1 at that point, it's now incremented to 2 to V-n equals V1 equals V1 times 2 so it becomes 4 and then V2 is three times to trees and nine so the output would be treat. Come on nine and end time is 1:07 right?"
4642,1675,1700,Overconfident,I'm always overconfident.
4642,2051,2233,Surprising comment,"And even that I would say even like if I'm normally make like little trivial mistakes, there following code. I say like, Oh, any mistake there would just be, because I'm being sloppy"
4642,1882,2365,Simple,"because this code is fairly like you can still track it in your human mind so to speak. So tracking like the V1, V2. It's like very unlikely that I made a mistake here. And even that I would say even like if I'm normally make like little trivial mistakes, there following code. I say like, Oh, any mistake there would just be, because I'm being sloppy, but still as a human to feel very confident, like I can 100% track what this code does, it's not a complicat... Complex algorithm."
4642,1882,2365,Sure,"because this code is fairly like you can still track it in your human mind so to speak. So tracking like the V1, V2. It's like very unlikely that I made a mistake here. And even that I would say even like if I'm normally make like little trivial mistakes, there following code. I say like, Oh, any mistake there would just be, because I'm being sloppy, but still as a human to feel very confident, like I can 100% track what this code does, it's not a complicat... Complex algorithm."
4642,1882,2365,Cognitive Load,"because this code is fairly like you can still track it in your human mind so to speak. So tracking like the V1, V2. It's like very unlikely that I made a mistake here. And even that I would say even like if I'm normally make like little trivial mistakes, there following code. I say like, Oh, any mistake there would just be, because I'm being sloppy, but still as a human to feel very confident, like I can 100% track what this code does, it's not a complicat... Complex algorithm."
4642,2725,3097,Potential Confusing Constructs,"so the moment it gets too complicated, let's say you have recursion and stuff like that. So then you only way to really track it is that you exhaust the [inaudible] right after each step by step. If it's finite and off, you'd get mentally just run the code, but then you need like secondary assistance. Like either you write it down in a document or you handwrite it down."
4642,2688,3272,Causes of Confusion,"The alternative to that would be so, so the moment it gets too complicated, let's say you have recursion and stuff like that. So then you only way to really track it is that you exhaust the [inaudible] right after each step by step. If it's finite and off, you'd get mentally just run the code, but then you need like secondary assistance. Like either you write it down in a document or you handwrite it down. But like if you have two variables and it's such a simple scope. Yeah, you can basically just track that by have, you know, but, and keep track of two variables, that's easy."
4642,3559,3746,Unsure,"There's an implicit implicit conversion. And, um, well I don't feel super confident about that, but I think all implicit conversions are rounding conversions, so it's not the truncation. "
4642,3559,3746,Incorrect Semantics,"There's an implicit implicit conversion. And, um, well I don't feel super confident about that, but I think all implicit conversions are rounding conversions, so it's not the truncation. "
4642,3862,3989,Snippet Value Judgement,"But you know what this is like language lawyerism like, is an integer always rounded with an implicit conversion [sucks teeth]."
4642,4074,4440,Alternative Idioms,"This is one of the things like as an afterthought that if I would read this in a code review, I would look, I would almost go like, I know the language specifies x, Y or Z, right? Either it's like a ceil or floor or it's a rounded. I would almost ask the programmer, can you just use like either a round or a floor or a ceil function to explicitly state your intent?"
4642,4074,4440,Would Have Written it Differently,"This is one of the things like as an afterthought that if I would read this in a code review, I would look, I would almost go like, I know the language specifies x, Y or Z, right? Either it's like a ceil or floor or it's a rounded. I would almost ask the programmer, can you just use like either a round or a floor or a ceil function to explicitly state your intent?"
4642,4074,4440,Code Review,"This is one of the things like as an afterthought that if I would read this in a code review, I would look, I would almost go like, I know the language specifies x, Y or Z, right? Either it's like a ceil or floor or it's a rounded. I would almost ask the programmer, can you just use like either a round or a floor or a ceil function to explicitly state your intent?"
4642,4528,4772,Author Intention,"Because now it's a constant that I can officially see the moment it's an input or an output, it becomes kind of like fuzzy what you're actual intent is because I lose the, I, I lose the truncation of float floating point value to integer value."
4642,4773,4963,Ambiguous Readability,"Yeah. So yeah, again, this is more like a readability kind of thing then, because now it's clear what your intention is versus, oh we accidentally got rounded up and you intended to do this."
4642,5164,5268,Unsure,"Oh, because it is one of those things that I'm really bad at, these things that I never use in practice."
4642,5164,5268,Uncommon pattern,"Oh, because it is one of those things that I'm really bad at, these things that I never use in practice."
4642,5164,5714,Would RTFM,"Oh, because it is one of those things that I'm really bad at, these things that I never use in practice. So if you would say like, are you willing to bet $100,000 on the fact that implicit conversions from floating point to integer are always rounded? I would say like, I really think so. But it's something that without reading the language rules, just to be certain, like the previous sample, I can say, oh, if I bet $100,000 on it, I'd go like I can do that right now. And here it's like I would need to go into the language lawyer stuff for that."
4642,5164,5714,Apparent Contradiction,"Oh, because it is one of those things that I'm really bad at, these things that I never use in practice. So if you would say like, are you willing to bet $100,000 on the fact that implicit conversions from floating point to integer are always rounded? I would say like, I really think so. But it's something that without reading the language rules, just to be certain, like the previous sample, I can say, oh, if I bet $100,000 on it, I'd go like I can do that right now. And here it's like I would need to go into the language lawyer stuff for that."
4642,5810,5929,Would RTFM,"So that's where I leave a little bit of, it might be imprecise, don't take my word for it, but read the language rules."
4642,6048,6356,Code Review,"[Snippet 109] Void main, int V1 is 2. If zero, V1 plus plus. All righty, so somebody uses a constant expression and a V1 plus plus. So yeah, the first thing would be is that if I would be reviewing this code, I would say don't be silly. Why are you being silly? But that's just the readability kind of thing."
4642,6048,6356,Snippet Value Judgement,"[Snippet 109] Void main, int V1 is 2. If zero, V1 plus plus. All righty, so somebody uses a constant expression and a V1 plus plus. So yeah, the first thing would be is that if I would be reviewing this code, I would say don't be silly. Why are you being silly? But that's just the readability kind of thing."
4642,6357,6440,Side-effect,"So the other thing is, is that um, this is guaranteed to not have any side effects."
4642,6357,6660,Compiler Optimizations,"So the other thing is, is that um, this is guaranteed to not have any side effects. So, um, anything inside an if the Then clause or whatever you call it, uh yeah, that first V1 plus plus, is totally dead code and more, obviously the compiler will totally eliminate that entirely from the whole program."
4642,6963,7084,Compiler Optimizations,"I'm 100% confident that yes, this if null, will never have any side effects. Compilers will just elide it, and that's it."
4642,6876,7162,Side-effect,"Because this is, this is almost self evident. There's, there's like, I mean it's very, I'm 100% confident that yes, this if null, will never have any side effects. Compilers will just elide it, and that's it. And then V1 is 2, plus plus, output. Oh, three, sloppy. Again. I said, yeah, "
4642,6876,7162,Incorrect Semantics,"Because this is, this is almost self evident. There's, there's like, I mean it's very, I'm 100% confident that yes, this if null, will never have any side effects. Compilers will just elide it, and that's it. And then V1 is 2, plus plus, output. Oh, three, sloppy. Again. I said, yeah, "
4642,6876,7162,Caught Own Mistake Before Prompted,"Because this is, this is almost self evident. There's, there's like, I mean it's very, I'm 100% confident that yes, this if null, will never have any side effects. Compilers will just elide it, and that's it. And then V1 is 2, plus plus, output. Oh, three, sloppy. Again. I said, yeah, "
4642,6876,7162,Sure,"Because this is, this is almost self evident. There's, there's like, I mean it's very, I'm 100% confident that yes, this if null, will never have any side effects. Compilers will just elide it, and that's it. And then V1 is 2, plus plus, output. Oh, three, sloppy. Again. I said, yeah, "
4642,7851,8292,Causes of Confusion,"Otherwise, then this is like, if null, it might be really weird way maybe to get like unused variable suppression, which you could do maybe with just like parenthesis for like, you know, you would never use the variable, but you'd want to keep it in the code for reasons. There's a couple of weird maybe reasons why you would ever do that, but very rarely. So if you do that then, um, yeah, you're going to confuse anybody who reads the code"
4642,8294,8440,Amusement,"So, that's, that's my first question if I have a review like this and I would go, I say like, why the hell are you doing that [yelling, laughing]?"
4642,8294,8440,Code Review,"So, that's, that's my first question if I have a review like this and I would go, I say like, why the hell are you doing that [yelling, laughing]?"
4642,8441,8518,Comment,So at minimum there should be a comment if there's any ulterior motive for it
4642,7366,8589,Development Behavior,"So the silly part is that if false condition, right? So you have a constant false condition. Um, if you read that directly in code, there must be some ulterior motive to do that because the, there's valid reasons where you might sometimes want to do this. Instead if you have like special macro evaluation now you want to have like conditional, i don't know, asserts or stuff like that. So if you go through pre-processor, then eventually the whole pre-processed code might have this. Otherwise, then this is like, if null, it might be really weird way maybe to get like unused variable suppression, which you could do maybe with just like parenthesis for like, you know, you would never use the variable, but you'd want to keep it in the code for reasons. There's a couple of weird maybe reasons why you would ever do that, but very rarely. So if you do that then, um, yeah, you're going to confuse anybody who reads the code. So, that's, that's my first question if I have a review like this and I would go, I say like, why the hell are you doing that [yelling, laughing]? So at minimum there should be a comment if there's any ulterior motive for it. And otherwise I say like, I don't know why you do this, you're weird."
4642,7366,8589,Design Concerns,"So the silly part is that if false condition, right? So you have a constant false condition. Um, if you read that directly in code, there must be some ulterior motive to do that because the, there's valid reasons where you might sometimes want to do this. Instead if you have like special macro evaluation now you want to have like conditional, i don't know, asserts or stuff like that. So if you go through pre-processor, then eventually the whole pre-processed code might have this. Otherwise, then this is like, if null, it might be really weird way maybe to get like unused variable suppression, which you could do maybe with just like parenthesis for like, you know, you would never use the variable, but you'd want to keep it in the code for reasons. There's a couple of weird maybe reasons why you would ever do that, but very rarely. So if you do that then, um, yeah, you're going to confuse anybody who reads the code. So, that's, that's my first question if I have a review like this and I would go, I say like, why the hell are you doing that [yelling, laughing]? So at minimum there should be a comment if there's any ulterior motive for it. And otherwise I say like, I don't know why you do this, you're weird."
4642,7366,8589,Author Intention,"So the silly part is that if false condition, right? So you have a constant false condition. Um, if you read that directly in code, there must be some ulterior motive to do that because the, there's valid reasons where you might sometimes want to do this. Instead if you have like special macro evaluation now you want to have like conditional, i don't know, asserts or stuff like that. So if you go through pre-processor, then eventually the whole pre-processed code might have this. Otherwise, then this is like, if null, it might be really weird way maybe to get like unused variable suppression, which you could do maybe with just like parenthesis for like, you know, you would never use the variable, but you'd want to keep it in the code for reasons. There's a couple of weird maybe reasons why you would ever do that, but very rarely. So if you do that then, um, yeah, you're going to confuse anybody who reads the code. So, that's, that's my first question if I have a review like this and I would go, I say like, why the hell are you doing that [yelling, laughing]? So at minimum there should be a comment if there's any ulterior motive for it. And otherwise I say like, I don't know why you do this, you're weird."
4642,7366,8589,Snippet Value Judgement,"So the silly part is that if false condition, right? So you have a constant false condition. Um, if you read that directly in code, there must be some ulterior motive to do that because the, there's valid reasons where you might sometimes want to do this. Instead if you have like special macro evaluation now you want to have like conditional, i don't know, asserts or stuff like that. So if you go through pre-processor, then eventually the whole pre-processed code might have this. Otherwise, then this is like, if null, it might be really weird way maybe to get like unused variable suppression, which you could do maybe with just like parenthesis for like, you know, you would never use the variable, but you'd want to keep it in the code for reasons. There's a couple of weird maybe reasons why you would ever do that, but very rarely. So if you do that then, um, yeah, you're going to confuse anybody who reads the code. So, that's, that's my first question if I have a review like this and I would go, I say like, why the hell are you doing that [yelling, laughing]? So at minimum there should be a comment if there's any ulterior motive for it. And otherwise I say like, I don't know why you do this, you're weird."
4642,8795,9060,Simple,"[Snippet 100] Oh, well, well, well, well this is a very simple right not. I'll just put it down, It's 1:15 and I feel very comfortable about that. And uh, yeah, this is almost like textbook example of the simplest hello world application. So, yeah. Not much to add."
4642,8795,9060,Sure,"[Snippet 100] Oh, well, well, well, well this is a very simple right not. I'll just put it down, It's 1:15 and I feel very comfortable about that. And uh, yeah, this is almost like textbook example of the simplest hello world application. So, yeah. Not much to add."
4642,9307,9419,Tooling,"If V2 equals one is not an equal, so this is an assignment, most compilers nowadays will start warning for that."
4642,9420,9567,Non-standard terminology,"So, uh, yeah, again, in review. My first question would be, is this intentional? Because if it's intentional, you want to double brace it to do so."
4642,9420,9567,Code Review,"So, uh, yeah, again, in review. My first question would be, is this intentional? Because if it's intentional, you want to double brace it to do so."
4642,9420,9567,Author Intention,"So, uh, yeah, again, in review. My first question would be, is this intentional? Because if it's intentional, you want to double brace it to do so."
4642,10437,10706,Multiple Possible Semantics,"And so that's the first thing is that do you want to combine both the assignments and the evaluation of the resulting expression in one if statement? Might sometimes be more reasonable. Right. Um, so that, that's a bike shedding topic. A lot of people disagree on that."
4642,10437,10706,Social Context of Code,"And so that's the first thing is that do you want to combine both the assignments and the evaluation of the resulting expression in one if statement? Might sometimes be more reasonable. Right. Um, so that, that's a bike shedding topic. A lot of people disagree on that."
4642,10706,11083,Author Intention," But the second thing is that if you do it like this, like most compilers will now, totally punish you. If you tried to do it, you would normally do both double, you know, parenthesis. Which gives you readability signal like, Oh, I'm explicitly having the inner expression, some assignment and then evaluate the result of that. So that's what normal compilers allow you to do. "
4642,10707,11275,Tooling,"But the second thing is that if you do it like this, like most compilers will now, totally punish you. If you tried to do it, you would normally do both double, you know, parenthesis. Which gives you readability signal like, Oh, I'm explicitly having the inner expression, some assignment and then evaluate the result of that. So that's what normal compilers allow you to do. They will balk at you if you do this, but in double parentheses. Again in this case it becomes silly because it did. The whole thing can be elided, which the compiler will probably do to this."
4642,10707,11275,Compiler Optimizations,"But the second thing is that if you do it like this, like most compilers will now, totally punish you. If you tried to do it, you would normally do both double, you know, parenthesis. Which gives you readability signal like, Oh, I'm explicitly having the inner expression, some assignment and then evaluate the result of that. So that's what normal compilers allow you to do. They will balk at you if you do this, but in double parentheses. Again in this case it becomes silly because it did. The whole thing can be elided, which the compiler will probably do to this."
4642,11544,11655,Simple," Because it's also like very easy to explain what happens here. It's easy to reason about and explain, so yeah."
4642,11762,11777,Similar To,Another if null
4642,11749,12050,Compiler Optimizations,"[Snippet 99] Another if null, if null V1 is 3. Well, it's also simple da dun [like a an award noise] and uh, yeah. Not much to add here. Again, like in the previous example, the compiler will totally either ignore or elide, whatever happens here. And um just print out int V1 is one and print out one."
4642,11749,12050,Simple,"[Snippet 99] Another if null, if null V1 is 3. Well, it's also simple da dun [like a an award noise] and uh, yeah. Not much to add here. Again, like in the previous example, the compiler will totally either ignore or elide, whatever happens here. And um just print out int V1 is one and print out one."
4642,12157,12494,Simple,"[Snippet 62] Time is 1:20. Alright int V1 comma V2, V1 is 2, V2 is 1. Wow. Yeah. You always think like there should be something suspicious going on here, right? Because like this seems also too simple cause you output this a two one, yeah no sneaky reversal of arguments anywhere. Yeah. Yeah. I think that's uh, that's a scored at 1:20."
4642,12157,12494,Trick Question,"[Snippet 62] Time is 1:20. Alright int V1 comma V2, V1 is 2, V2 is 1. Wow. Yeah. You always think like there should be something suspicious going on here, right? Because like this seems also too simple cause you output this a two one, yeah no sneaky reversal of arguments anywhere. Yeah. Yeah. I think that's uh, that's a scored at 1:20."
4642,12601,12970,Trick Question,"Because again, this is very straight forward, right? It assigns one value to V1, it assigns a value to V2, they get simply passed into the printf. Again, this is a very simple level of of of logic. It almost makes you suspicious, like there's something subtle, right? You're trying to trick me. But yeah, and this is, uh like simple-y and hello world kind of a example."
4642,12601,12970,Simple,"Because again, this is very straight forward, right? It assigns one value to V1, it assigns a value to V2, they get simply passed into the printf. Again, this is a very simple level of of of logic. It almost makes you suspicious, like there's something subtle, right? You're trying to trick me. But yeah, and this is, uh like simple-y and hello world kind of a example."
4642,13143,13560,Snippet Value Judgement,"Int V1 is, oh yeah, that is a tricky, right? This is why macros are bad because this macro expands directly in place, which means there's no parentheses whatsoever. So that expands out to simply [inaudible] 3 minus 1 times 2, which becomes three minus one times two [saying 1*2 quickly], which is two, which is one. So, the output of this one is one. And um, this is a good example of why macros are very, very evil.
"
4642,13143,13560,Correct Semantics,"Int V1 is, oh yeah, that is a tricky, right? This is why macros are bad because this macro expands directly in place, which means there's no parentheses whatsoever. So that expands out to simply [inaudible] 3 minus 1 times 2, which becomes three minus one times two [saying 1*2 quickly], which is two, which is one. So, the output of this one is one. And um, this is a good example of why macros are very, very evil.
"
4642,13143,13560,Trick Question,"Int V1 is, oh yeah, that is a tricky, right? This is why macros are bad because this macro expands directly in place, which means there's no parentheses whatsoever. So that expands out to simply [inaudible] 3 minus 1 times 2, which becomes three minus one times two [saying 1*2 quickly], which is two, which is one. So, the output of this one is one. And um, this is a good example of why macros are very, very evil.
"
4642,13684,14069,Simple,"Uh, again, because like the only tricky part is that naive reader might substitute, this as like 2, but it's again a very simple textbook example of do inline expansion of the macro and then just it reads very simple, straight forward to 3 minus 1 times 2 is 1. So again, this is like, except for the subtlety of the macro and why macros are usually bad. This is very straight forward."
4642,13684,14069,Experienced vs Inexperienced,"Uh, again, because like the only tricky part is that naive reader might substitute, this as like 2, but it's again a very simple textbook example of do inline expansion of the macro and then just it reads very simple, straight forward to 3 minus 1 times 2 is 1. So again, this is like, except for the subtlety of the macro and why macros are usually bad. This is very straight forward."
4642,13684,14069,Trick Question,"Uh, again, because like the only tricky part is that naive reader might substitute, this as like 2, but it's again a very simple textbook example of do inline expansion of the macro and then just it reads very simple, straight forward to 3 minus 1 times 2 is 1. So again, this is like, except for the subtlety of the macro and why macros are usually bad. This is very straight forward."
4642,14217,14796,Parenthesis," I've seen this example. It's almost like, it's almost, it's weird but there are again examples of where this may be desirable but like a good compiler, should almost like balk at this. Like, listen, this is going to have side effects because this, um, it's one of those things where yeah, you want to have either a parenthesis in there or otherwise. So, um, if I would be reading this code, then I would tell somebody like, yeah, I tried to not use macros maybe the other ones is that, make sure that you isolate them in such a way that they are not surprising in their effects."
4642,14217,14796,Side-effect," I've seen this example. It's almost like, it's almost, it's weird but there are again examples of where this may be desirable but like a good compiler, should almost like balk at this. Like, listen, this is going to have side effects because this, um, it's one of those things where yeah, you want to have either a parenthesis in there or otherwise. So, um, if I would be reading this code, then I would tell somebody like, yeah, I tried to not use macros maybe the other ones is that, make sure that you isolate them in such a way that they are not surprising in their effects."
4642,14217,14796,Tooling," I've seen this example. It's almost like, it's almost, it's weird but there are again examples of where this may be desirable but like a good compiler, should almost like balk at this. Like, listen, this is going to have side effects because this, um, it's one of those things where yeah, you want to have either a parenthesis in there or otherwise. So, um, if I would be reading this code, then I would tell somebody like, yeah, I tried to not use macros maybe the other ones is that, make sure that you isolate them in such a way that they are not surprising in their effects."
4642,20926,21292,Causes of Confusion,"So because, like there's an implicit conversion, right? So in the moment you say V2 equals V1 there's an implicit conversion from a float value to V2. And of course it can either, you know for sure it's going to be either one or two. And I'm fairly certain that all the implicit conversions between floating point to integral values are always rounded. But not 100%."
4642,20891,21292,Discussion Question,"Subject:            26:19          So because, like there's an implicit conversion, right? So in the moment you say V2 equals V1 there's an implicit conversion from a float value to V2. And of course it can either, you know for sure it's going to be either one or two. And I'm fairly certain that all the implicit conversions between floating point to integral values are always rounded. But not 100%."
